Question,Question_eng,Trigger
ماهو فائدة دواءovamax,What is the benefit of ova max?,0
هل للموز أضرار ام فوائد اذا اكل في الصباح علي الريق,Are bananas harmful or beneficial if eaten in the morning on an empty stomach?,0
مافوائد ايميدين وهل لها اضرار وهل اذا توقفت عن استخدامه ترجع البشره الي شكلها القديم,"What are the benefits of Imidine, does it have any harm, and if you stop using it, will your skin return to its old appearance?",0
مافائدة حبوب زيت السمك؟,What are the benefits of fish oil pills?,0
هل من الضروري إزلة أضراس العقل.....ومافوائدها؟؟؟؟وشكرا,Is it necessary to remove wisdom teeth.....and what are their benefits???? Thank you,0
أنا شاب عمري 23.....أتناول يوميا حبتين زيت سمك....هل هناك ضرر من تناوله بشكل دائم وما أهم فوائده في هذه المرحلة العمرية؟؟؟؟مع الشكر,I am a 23-year-old young man. I take two fish oil pills daily. Is there any harm in taking it regularly and what are its most important benefits at this age???? With thanks,0
ما فائدة دواء Concor 2.5mg لمن قام بقسطرة قلبية وتركيب دعامة? وهل يمكن استبداله (في حالة عدم تحمله) بدواء Ramipril 2.5mg ?,What is the benefit of Concor 2.5mg for those who had a cardiac catheterization and stent placement? Can it be replaced (in case of intolerance) with Ramipril 2.5mg?,0
ما هي فوائد الشيح الطبيه؟,What are the medical benefits of wormwood?,0
هل القماط له اية فوائد او اية مضار ؟,Does swaddling have any benefits or any harms?,0
"كم المده التي تحتاجها البشره لإمتصاص أي كريم معالج والإستفاده منه (بعد كم ساعه من دهني لبشرتي به، أستطيع غسله مع ضمان حصولي على الفائده القصوى منه؟)
وشكراً..","How long does the skin need to absorb any treatment cream and benefit from it (how many hours after applying it to my skin, can I wash it off while ensuring that I get the maximum benefit from it?)
Thank you..",0
"ماهي فوائد مكمل Zinc Picolinate بالنسبة للحيوانات المنوية ؟ ومامقدار الجرعة اليومية الموصى بها إذا كان دافع الإستعمال تحسين الخصوبة ؟
وهل هناك ضرر في حال الإستمرار بأخذ الفيتامين لفترة...","What are the benefits of Zinc Picolinate supplement for sperm? What is the recommended daily dose if the motive for use is to improve fertility?
Is there any harm if you continue taking the vitamin for a period of time?",0
ماهي فوائد فيتامين C بالنسبة للحيوانات المنوية ؟ وما فائدة فيتامين سي للرجال؟,What are the benefits of vitamin C for sperm? What is the benefit of vitamin C for men?,0
مافائده حبوب ماكس سايز,What are the benefits of Max Size pills?,0
ماهي فوائد حبة الكيوي,What are the benefits of kiwi?,0
ايهما اكثر فائده لتطويل القامه زنك ace ام امينو كليتوزنك !!,"Which is more beneficial for lengthening height, zinc ace or amino acids?",0
"ما هي فوائد النوم الليل ??
واضرار نوم في ساعات النهار ??
بعد طلوع الشمس","What are the benefits of sleeping at night??
What are the harmful effects of sleeping during the day?
After sunrise",0
ماهي فوائد شرب الماء و ماهي الكمية الموصى بها ؟,What are the benefits of drinking water and what is the recommended amount?,0
"زوجتى اعطوها حبوب omega 3-6-9 ما هى الفائدة منها ؟
و ايضا حقنوها بحقن progyluton وما هى الفائدة منها","My wife was given omega 3-6-9 pills. What are the benefits of them?
They also injected her with progyluton injections, and what are the benefits of them?",0
اريد نصيحه في استخدام أدوية لتخفيف الم الدوره الشهرية؟ وايهم اكثر فائده,I would like advice on using medications to relieve menstrual pain? Which is more useful?,0
تقريباً من سنة عندي حرقة معدية مستمره ويومية و بالخصوص لما اصحى بكير .. احاول اخففها بالماء او مضادات الحموضة دون فائدة,"For almost a year, I have had constant, daily heartburn, especially when I wake up early. I try to relieve it with water or antacids, to no avail.",0
انا استخدمت كريم اليكا لمده شهرين ونص مرتين باليوم لتبييض ما بين الفخذين وأنوي الآن استخدامه لتبييض الوجه فهل يمكن استخدام كريم أليكا أم للوجه، وما فوائد كريم اليكا ام...,"I used Elica cream for two and a half months twice a day to whiten between the thighs, and I now intend to use it to whiten the face. Can I use Elica cream for the face, and what are the benefits of Elica cream?",0
"ما هي منتجات prodiet
مثلhdmax و diamax و energyzip
و ما فوائدهم ؟","What are prodiet products
Such as hdmax, diamax, and energyzip
And what are their benefits?",0
لدي الآم في الرقبه وفي مفاصل الركبه وذهبت الى اخصائي عظام وتم تشخيص الحاله على انها احتكاك في فقرات الرقبه ومفصل الركبه ووصف لي ابر سم النحل فهل فيها فائده,I have pain in the neck and knee joints. I went to an orthopedic specialist and the condition was diagnosed as friction in the neck vertebrae and the knee joint. He prescribed bee venom needles for me. Is there any benefit?,0
ماهي فوائد واضرار حبوب سم النحل,What are the benefits and harms of bee venom pills?,0
ماهي فوائد فياغرا,What are the benefits of Viagra?,0
هل تحليل CEA مفيد في اكتشاف سرطان القولون ام انه عديم الفائده وغير دقيق؟,"Is the CEA test useful in detecting colon cancer, or is it useless and inaccurate?",0
ما رأيك بـ ( نياجرا سوبر إكس ) وما هي فوائده وأضراره؟ وهل له أعراض جانبية؟,What do you think of (Niagra Super X) and what are its benefits and harms? Does it have side effects?,0
لدي لأخي مريض بصرع رغم أنه عالج عند طبيب مختص لكن دون فائدة وكان يتناول الديباكين وقال له صرع خفيف وأرجو المساعدة وهو في سن 12 سنة وهذا المرض أثر...,"I have a brother who is sick with epilepsy, although he was treated by a specialist doctor, but to no avail. He was taking Depakine and he said he has mild epilepsy, and I ask for help. He is 12 years old, and this disease has affected...",0
ما فائدة دواء vitonic tonus,What is the benefit of vitonic tonus?,0
فوائد واضرار دواء speman الهندي,Benefits and harms of the Indian medicine Speman,0
أعاني منذ فترة طويلة من وجود البلغم في البلعوم وخصوصا بعد اﻻكل برغم تناولي مذيب البلغم دون أي فائدة,"I have been suffering for a long time from the presence of phlegm in my throat, especially after eating, despite taking phlegm thinners to no avail.",0
ماهي فوائد بيكربونات الصوديوم للبشرة؟؟ ؟,What are the benefits of sodium bicarbonate for the skin?? ?,0
اخي عمره 25 سنة ويعاني من عدم ضهور اللحيه قام بحلق وجهه كل اسبوع ولكن دون فائدة,"My brother is 25 years old and suffers from a lack of beard. He shaved his face every week, but to no avail.",0
ماهي فوائد اوميغا3 للمريض التوحدي ؟؟؟؟,What are the benefits of Omega 3 for autistic patients????,0
مافائدة دهن القضيب من التالي زيت زيتون مع حبة البركة مع زنجبيل اخضر,"What is the benefit of greasing the penis from the following: olive oil, black seed, and green ginger?",0
ماهي فوائد تناول كبسول codliver oil كبسوله يوميا وهل لها تاثيرات جانبيه علما ان عمري ستون سنه ومصاب بارتفاع صغط الدم واتناول حبوب angizar50يوميا ؟,"What are the benefits of taking a codliver oil capsule daily and do they have side effects, given that I am sixty years old and suffer from high blood pressure and I take Angizar 50 pills daily?",0
"شعري طويل ومو مصلع عادي لكن اعاني من تساقط كثيرا / والأن نصحني الصيدلي بأستخدام / سيستين ب ٦ .
ما رأيك بها ؟
وهل لها فائده ؟
واريد ايضا...","My hair is long and not bald, but I suffer from a lot of hair loss. Now the pharmacist advised me to use Cysteine ​​B6.
What do you think about it?
Does it have any benefit?
I also want...",0
ما هي فوائد حبوب غبار الطلع وهل نفسها حبوب اللقاح؟,What are the benefits of pollen and is it the same as pollen?,0
فوائد لبن الإبل وماهو أنسب وقت لشرابه,Benefits of camel milk and what is the best time to drink it?,0
ما هي فوائد قشر الرمان ومضاره ؟,What are the benefits and harms of pomegranate peel?,0
هل هناك من فائدة تذكر لممارسة العادة السرية؟,Is there any benefit to masturbation?,0
19 سنة مشكلتي أن جسمي متناسق جدآ ماشاءالله ولكن لدي كرش شكله جدآ مزعج سويت رياضة وأتبعت أكثر من رجيم دون فائدة وللعلم أنا أكلي جدآ صحي ما آكل وجبات...,"I am 19 years old. My problem is that my body is very fit, God willing, but I have a belly that looks very annoying. I exercised and followed more than one diet to no avail. For your information, I eat very healthy and do not eat meals...",0
ما فوائد الحجامة وهل تغني عن التبرع بدم .اي انو الشخص الذي عمل حجامة بمكانه التبرع بدم ام يتم منعه ؟,"What are the benefits of cupping and does it replace the need for blood donation? That is, can the person who had cupping do his place donate blood or is he prohibited?",0
اشتريت حبوب الزنك (اوبتيمال ) عشان اطول اريد اعرف مدى خطورتها وفوائدها مع العلم لم استشر الطبيب قبلها .,"I bought zinc pills (Optimal) because I wanted to know the extent of their dangers and benefits, knowing that I did not consult a doctor before.",0
اريد ان اعرف فوائد الفيتامينات,I want to know the benefits of vitamins,0
ما فائدة فيبراميسين,What is the benefit of vibramycin?,0
ماهي عواقب وفوائد العادة السرية,What are the consequences and benefits of masturbation?,0
"1 بياض بيضة
1 ملعقة سكر
1 ملعقة دقيق ذرة ، هذه مقادير ماسك البيض والتي يقال أنها تزيل شعر الوجه ، هل هي مضره أو لها فوائد كما ذكر...","1 egg white
1 tablespoon sugar
1 tablespoon of corn flour. These are the ingredients for the egg mask, which is said to remove facial hair. Is it harmful or does it have benefits, as mentioned...",0
"شاب 21 سنه ووزني 55 انا نحيف واعاني من قصر القامه
هل يمكن زيادة الطول قبل انتهاء فترة النمو .. حيث طولي 168
هل هناك تمارين او حبوب ؟
ومافائدة...","A 21-year-old man, and my weight is 55. I am skinny and suffer from short stature
Is it possible to increase my height before the growth period ends? My height is 168
Are there exercises or pills?
And what is the benefit...",0
فائدة تحليل total PSA للرجال,The benefit of total PSA analysis for men,0
فائدة دواء cailis 20 مج وما اضراره وهل يعد دواء,"The benefits of Cailis 20 mg, what are its harms, and is it considered a medicine?",0
ما فائدة رويال جيلي غذاء ملكات النحل الصحية؟,What is the health benefit of royal jelly?,0
ماهي فوائد تناول كبسول يحتوي كالسيوم وفيتامين d3ارجو افادتي باية معلومات مع الشكر علما عمري ستون سنه ومصاب بارتغاع ضغظ الدم,"What are the benefits of taking a capsule that contains calcium and vitamin D3? Please provide me with any information, thanks. Please note that I am sixty years old and suffer from high blood pressure.",0
اعاني من تشقق اظافري وتقصفهم وتسلخهم وتقرشم وذالك من مده طويلة وقد استخدمت جميع انواع المراهم من غير فائدة,"I have been suffering from cracked, split, peeling, and peeling of my nails for a long time, and I have used all kinds of ointments to no avail.",0
الرغبة عندى قليلة جدا ماذا افعل وما فائدة التاموكسيفين 20 جم للرجال ؟,My desire is very low. What should I do? What is the benefit of Tamoxifen 20 g for men?,0
عندي اكزيما باصبع ايدي وحاسة بيزيد مع حكة وجروح تعالجت من دون فائدة فما الحل؟,I have eczema on my fingers and the sensation increases with itching and wounds that were treated to no avail. What is the solution?,0
هل الكورتيزون يؤثر على البشرة وماهي فوائده,Does cortisone affect the skin and what are its benefits?,0
ما فائدة حمام البخار ؟,What is the benefit of a steam bath?,0
ما هي فوائد شرب مياه على الريق؟,What are the benefits of drinking water on an empty stomach?,0
فوائدالحجامه للجنس,Benefits of cupping for sex,0
عندي صديد في البول منذا عامين جرب كم دواء ولم يتي بفائدة اوريد الحل,I have had pus in my urine for two years. I tried several medications and they did not help. I found the solution,0
فوائد الثوم فى حاﻻت ارتفاع ضغط الدم و طريقة اﻻستعمال و الفترة اﻻزمة للوصول ﻻفضل النتائج ؟,"The benefits of garlic in cases of high blood pressure, how to use it, and the period required to achieve the best results?",0
ما هي فائدة الغرغرة بالماء الدافئ مضاف اليها الملح و الشاي للحلق و التهاب اللوز,What is the benefit of gargling with warm water with salt and tea added to it for the throat and tonsillitis?,0
ما هي فائدة الغرغرة بالماء الدافئ مضاف اليه شاي و ملح؟,What is the benefit of gargling with warm water with tea and salt added to it?,0
ما فائدة الدواء cadicor للقلب,What is the benefit of the medicine Cadicor for the heart?,0
يوجد لأمي الم حاد في الرجل فلقد قامت بفحوصات و أشعة لكن دون فائدة,"My mother has severe pain in her leg, so she underwent tests and x-rays, but to no avail",0
ما هي الفائده المرجوة من letrozolz,What are the benefits of letrozole?,0
المنغنسيوم فوائده,Magnesium benefits,0
ما هو البوتوكس كيرياتين ؟؟وما هي فوائده أوأضراره؟؟ أرجو اﻹفادة؟,What is Botox Keratin? What are its benefits or harms? Please advise?,0
LEVITONE FORTE مافائدة هذا الدواء,LEVITONE FORTE What is the benefit of this medicine?,0
اعانى من زياده اليورياء في الدم والترسبات في الكلى واتعالج من حوالى عامين ولكن دون فائده ولون البول يتغير حسب كميه الماء التى اشربها كل ما اقلل يصبح لون اغمق...,"I suffer from increased urea in the blood and deposits in the kidneys. I have been receiving treatment for about two years, but to no avail, and the color of my urine changes depending on the amount of water I drink. The less I drink, the darker the color becomes...",0
ما فائدة شرب ماء البقدونس المغلي للكلى وللمسالك البولية ؟ وهل شرب ماء البقدونس يعالج التهابات الكلى؟ وهل مغلي البقدونس ينظف الكلى؟,What is the benefit of drinking boiled parsley water for the kidneys and urinary tract? Does drinking parsley water treat kidney infections? Does boiling parsley clean the kidneys?,0
ما فائدة الجزء اﻷول من duodenum؟,What is the benefit of the first part of duodenum?,0
ماهي فوائد الدواء tigra+men,What are the benefits of tigra+men?,0
ماهي فوائد دواء مينوتركس,What are the benefits of Minotrex?,0
ابنتي عمرها شهر ونصف لديها افتاق في السرة واريد ان اضع لها عسل السرة (وضع العسل في منطقة السرة) لوجود فوائد عظيمة فيه فهل هناك مشكلة؟؟؟,"My daughter, who is a month and a half old, has a hernia in the navel and I want to put navel honey on her (putting honey in the navel area) because there are great benefits in it. Is there a problem???",0
عندما اتهيأ للنوم أعاني من حرارة شديدة جدا في أسفل القدمين تذهب النوم مني وأحاول التخفيف منها بوضع الماء البارد ولكن دون فائدة أرجوكم مساعدتي بتوضيح السبب وأيجاد الحل، مع...,"When I get ready to sleep, I suffer from a very intense temperature in the bottom of my feet, which makes me sleepless, and I try to relieve it by applying cold water, but to no avail. Please help me explain the reason and find a solution, with...",0
اريد ان اعرف ما هي فوائد omega 3 وهل لها أضرار وما الفرق بين omega 3 و omega 3 350,"I want to know what are the benefits of omega 3, does it have any harm, and what is the difference between omega 3 and omega 3 350?",0
"ماهى فوائد واضرار حبوب puritan's pride
(OMEGA 3-6-9)","What are the benefits and harms of Puritan's Pride pills?
(OMEGA 3-6-9)",0
هل من فائده لتناول طلع النخيل المخلوط بالحليب على الناحيه الجنسيه للرجل,Is there any benefit from eating palm pollen mixed with milk on the sexual side of men?,0
زوجي يحلق عانته لكن الشعر الذي ينمو يؤلمه ويسبب له حكة في قضيبه ما الحل؟وهل هناك فائدة صحية من وراء الحلق,"My husband shaves his pubic hair, but the hair that grows hurts him and causes itching on his penis. What is the solution? Is there a health benefit from shaving?",0
"بنتي عمرها 3 ونصف تتنفس عن طريق الفم مع قليل الشخير واستخدمنا لها عﻻج اﻻكتفيد والمثدين واﻻموكسيل وﻻ فائدة
مالحل ؟","My daughter, who is 3 and a half years old, breathes through her mouth and has little snoring. We used cystitis, breastfeeding, and Amoxil for her, but there was no benefit.
What's the solution?",0
ما فائدة التونه,What is the benefit of tuna?,0
"ماهي فوائد إستعمال panax ginseng 2000mg oral liquid
ولمدة كم ينصح بإستعمالة","What are the benefits of using Panax ginseng 2000mg oral liquid
For how long is it recommended to use it?",0
ما هي فوائد صابون البابايا و هل له أثار جانبية للبشرة الدهنية ؟ و ما هو أفضل مرطب للبشرة الدهنية لأني بخاف من الحبوب؟ ارجو اﻹفادة؟,What are the benefits of papaya soap and does it have side effects for oily skin? What is the best moisturizer for oily skin because I am afraid of pimples? I hope you benefit?,0
فوائد الصمغ العربي لمرض الكلية,Benefits of gum arabic for kidney disease,0
ماهي فوائد و اضرار اقراص Multivitamins,What are the benefits and harms of Multivitamins tablets?,0
ماهي احسن عصائر الفواكه من ناحية الفائدة للجسم,What are the best fruit juices in terms of benefits for the body?,0
فوائد الجماع وهل له اضرار,Benefits of intercourse and does it have any harm?,0
نوع دواء للبرد و الإنفلونزا ﻻنه ابنى سنه وتسع شهور وكنت اعطيه بنادول شراب ولكن دون فائدة ؟,"A type of medicine for cold and flu, because my son is one year and nine months old and I was giving him Panadol syrup, but to no avail?",0
"ماهي فوائد الزنك..
واذا اكثرت من تناوله على شكل حبوب ماهي اضراره..وهل استطيع اخذه مع حبوب الغذاء الملكي؟!","What are the benefits of zinc?
If I take too much of it in the form of pills, what are the harms? And can I take it with royal jelly pills?!",0
عندي نقص في هرمون lhf و هرمون lh وباخد حقن مريونال وكريومون دون فائدة ؟,"I have a deficiency in the LHF and LH hormones, and I take injections of Meronal and Kryomone to no avail?",0
ماهي اسباب الدوار علما اني مصاب بجلطه قلبيه واستعمل عﻻج انجيزار وبﻻفكس وايزورديل وكوردارون وحب كونكورد واستعملت عﻻج ستجرون ولكن ﻻفائده ماهي اﻻسباب وما هو العﻻج تحياتي,"What are the causes of dizziness, knowing that I had a heart attack and I used the treatment Angezar, Plavix, Isordil, Cordarone, and Concorde, and I used the treatment Stigron, but to no avail. What are the causes and what is the treatment? My regards.",0
"ماهي فائدة هذا التحليل لمرضى دوالي الخصية
DNA fragmentation test ( sperm chromatin dispersion test)","What is the benefit of this analysis for patients with varicocele?
DNA fragmentation test (sperm chromatin dispersion test)",0
ماهى فوائد حبوب الزنك وهل لها اضرار,What are the benefits of zinc pills and do they have any harm?,0
"أريد أن أسأل عن حبوب خميرة البيرة و السيلينيوم فوائدها في زيادة الوزن, هل لها اضرار او اثار جانبية؟هل لها اضرار على الحمل؟","I want to ask about brewer's yeast and selenium pills, their benefits in gaining weight, do they have any harm or side effects? Do they have any harmful effects on pregnancy?",0
اردت ان اسال عن هذا الدواء cipralex لماذا يستخدم وما فوائده وهل له اثار جانبيه وهل مده إستخدامه طويله وهل مستخدمه يستطيع ان يتركه,"I wanted to ask about this medicine, Cipralex, why it is used, what are its benefits, does it have side effects, is it long to use, and can the user stop taking it?",0
فائدة دواء dazen 10000 u serrapeptase,"The benefit of Dazen 10,000 u serrapeptase",0
ما فوائد أكل الجرجير ؟,What are the benefits of eating watercress?,0
هل تناول حبوب خميرة البيرة قبل الزواج مباشرة له أضرار ؟؟ أو فوائد ؟؟ خاصة بالزواج ؟؟,Does taking brewer's yeast pills immediately before marriage cause any harm? Or benefits?? Especially for marriage??,0
ما فائدة حلق شعر الرأس بالموس,What is the benefit of shaving the head with a razor?,0
"حامل في الشهر السادس
وصفت لي الدكتورة الأدوية التالية
1- elevt(pronatal)
2- barbital 30mg
3- zithroriv(azithromycin)
4- duvilane 20
أريد أن أعرف كيفية أخذ هذه الأدوية
وما هي فائدة كل...","Six months pregnant
The doctor prescribed me the following medications
1- elevt(pronatal)
2- barbital 30mg
3- zithroriv (azithromycin)
4- duvillane 20
I want to know how to take these medications
What is the benefit of every...",0
ما فائدة الدواء كلوميد للرجال الطبيب اعطى لى هذا الدواء كل يوم مساءً نصف حبة,What is the benefit of Clomid for men? The doctor gave me half a pill every evening,0
"عندى فى منطقة اللثه خلف ضرس العقل منطقة كل لما اضغط عليها بتنزل صديد الموضوع ده بقاله 3 سنوات واخدت مضادات حيويه دون فائدة , ما العمل ؟","I have an area in the gum area behind my wisdom tooth that every time I press on it, pus oozes out. This topic is at a grocery store for 3 years and I took antibiotics to no avail. What should I do?",0
ما فائدة فيتامينE للمراة؟ وهل يجوز شربه علما اني اخذ حبوب منع الحمل وعمري 32 ووزني84,"What is the benefit of vitamin E for women? Is it permissible to drink it, given that I take birth control pills and I am 32 years old and weigh 84?",0
فوائد التونة ؟,Benefits of tuna?,0
هل ركوب الدراجات يؤثر علي الصحه الجنسيه للرجال وماهي فوائد وأضرار ركوب الدراجات لفترات طويله,Does cycling affect men's sexual health and what are the benefits and harms of cycling for long periods?,0
فوائد نزول السائل المنوى للمرأة الحامل فى الشهر الرابع,Benefits of semen ejaculation for pregnant women in the fourth month,0
ما هو فيتامين أ ؟ وما هي فوائد فيتامين A؟,What is vitamin A? What are the benefits of vitamin A?,0
ما اضرار وفوائد المخلل,What are the harms and benefits of pickles?,0
Rowa tenixمافائدة هذي الحبوب؟,Rowa tenex What is the benefit of these pills?,0
هل لديكم العلم عن فائدة جهاز XFT-2001 DROP FOOT وفوائده ومضاره..لدي سقوط قدم منذ 10 سنوات ناتج عن عملية جراحية.,Do you have knowledge about the usefulness of the XFT-2001 DROP FOOT device and its benefits and harms? I have had a foot drop 10 years ago resulting from surgery.,0
ما هي فوائد صابون الغار,What are the benefits of laurel soap?,0
ما فائدة المنظار المهبلي,What is the benefit of colposcopy?,0
فوائد شرب البيض الغير مطبوخ؟,Benefits of drinking uncooked eggs?,0
كل اما اروح لدكتور يقول فيه تطعيم عندى وهام وسعره 010 أو 200 غير تطعيمات الحكومه من عند الدكتور يعنى هل منها فائدة,"Every time I go to a doctor, he says I have an important vaccination and its price is 010 or 200, other than the government vaccinations from the doctor. I mean, is there any benefit?",0
ماهو فوائد واضرار براسيتامول,What are the benefits and harms of paracetamol?,0
"كيف اعالج الشقيقة التي لدي؟
علما اني اتناول انديرال 40 ملغم وتريبتازول ؟ لكن دون فائدة؟","How do I treat my migraine?
Note that I take Inderal 40 mg and Tryptazol? But to no avail?",0
ما فوائد خميرة البيرة في زيادة الوزن؟ وشكرا,What are the benefits of brewer's yeast in gaining weight? Thank you,0
ما فائده دواء CONCERTA,What is the benefit of CONCERTA?,0
ما فائدة الرياضة,What is the benefit of sports?,0
انا اعاني من جرثومة المعده وصرفت لي الدكتورة حبوب اسيلوك وحبوب دايجستل لمدة اسبوع ماهي اضرارة وفوائده,"I suffer from stomach bacteria, and the doctor prescribed me Aceloc pills and Digestel pills for a week. What are the harms and benefits?",0
فوائد الدرمودين للبشره واضراره,The benefits and harms of dermodine for the skin,0
هل خليط طلع ذكر النخيل مع العسل له فائدة لناحية زيادة عدد الحيوانات المنوية؟,Does a mixture of palm pollen and honey have any benefit in increasing sperm count?,0
هل للمذي فائدة عند الجماع ،خصوصا اذا كان الرجل في وضع عامودي ويذهب المذي بعيدا اما اذا كان الجماع بوضع الفارسة هل صحيح ان المذي يغطي القضيب حينها ويساعد على...,"Is there any benefit during intercourse, especially if the man is in an upright position and the ejaculate goes away? But if intercourse is in the equestrian position, is it true that the ejaculate covers the penis then and helps...",0
ماهي فوائد وسلبيات حبوب اوميغا 3,What are the benefits and drawbacks of Omega 3 pills?,0
انا شاب عمري ٢٤ ومقبل على زواج واعاني من اسمرار شديد بالوجه والرقبة واليدين وباقي جسمي فاتح ، جربت كريمات تفتيح كثيرة لكن لم اجد فائدة ؟,"I am a young man, 24 years old, about to get married, and I suffer from severe darkening of my face, neck, and hands, and the rest of my body is light. I tried many lightening creams, but I did not find any benefit?",0
فوائد اللبان المر,Benefits of frankincense myrrh,0
كيفية وفوائد استعمال Diprosone,How and benefits of using Diprosone,0
أرغب في تحديد جنس المولود قبل الحمل عن طريق الحقن المجهري وأرغب بإفادتي عنه وما هي أضراره وفوائده وهل له آثار جانبية على الزوجة أو الزوج,"I would like to determine the sex of the baby before pregnancy through ICSI, and I would like to be informed about it, what are its harms and benefits, and does it have side effects on the wife or husband?",0
ما فائدة الدواء shark extract,What is the benefit of the medicine shark extract?,0
ماهي فائدة حبوب sulfur comp heel,What are the benefits of sulfur comp heel pills?,0
كيف تتم عملية تاهيل العين ؟ و ما فائدة اليزر بعد عملية الكاتراكت الوراثي ؟,How is the eye rehabilitation process performed? What is the benefit of laser after genetic cataract surgery?,0
مافوائد زيت الزيتون للجسم والوجة والشعر من فضلكم ؟؟,"What are the benefits of olive oil for the body, face and hair, please?",0
بعض الفوائد لكي اضعف انا وزني ٩٠ و طولي ١٦٠ .. ماهي الفوائد ؟,Some benefits for me to get weaker. My weight is 90 and my height is 160. What are the benefits?,0
اريد السؤال عن دواء وصفه لي الطبيب اسمه سيستنا cystina عن فوائده وان كان له اضرار جانبية,"I want to ask about a medicine that the doctor prescribed to me called Cystina, about its benefits and whether it has side effects",0
ماهي فائدة شراب septrin,What is the benefit of septrin syrup?,0
هل يمكن ان يوصف الكلوميد للرجال وماهي فوائده بالنسبة لهم وماهي طريقة استخدامه والجرعات المناسبة,"Can Clomid be prescribed to men, what are its benefits for them, how to use it, and what are the appropriate doses?",0
اعانى من القولون العصبى وخاصة عندما اتناول وجبات بها ثوم وبصل وسوالى كيف يمكننى ان اتناول الثوم والبصل دون اى متاعب حيث انى علمت ان تناول البصل والتوم به فوائد...,"I suffer from irritable bowel syndrome, especially when I eat meals that contain garlic and onions. My question is, how can I eat garlic and onions without any problems, since I learned that eating onions and garlic has benefits...",0
ما فوائد الجلوتاثيون,What are the benefits of glutathione?,0
ما فوائد اﻻكتحال بالعسل؟ هل يكثف الرموش؟,What are the benefits of using honey? Does it thicken eyelashes?,0
ماهو سنتريم سيلفر +50 فوائده واضراره واستخدماته,"What is Centrum Silver +50, its benefits, harms and uses",0
ما هي فوائد حبوب الخميرة ؟,What are the benefits of yeast pills?,0
هل المشي في الشهر الخامس من الحمل مفيد وحركة الطفل في البطن بكثرة ماهي فوائدها,Is walking useful in the fifth month of pregnancy? What are the benefits of frequent movement of the baby in the abdomen?,0
هل استخدام الفازلين في الجماع جيد ام يسبب اضرار جسدية ما فوائد الفازلين للجماع؟,Is using Vaseline during sexual intercourse good or does it cause physical harm? What are the benefits of Vaseline for sexual intercourse?,0
ما فائدة شرب الزعتر للرضيع,What is the benefit of drinking thyme for an infant?,0
ما فائدة ماء مغلي من البصل للرضيع وهل يضره,What is the benefit of boiling onion water for an infant and will it harm him?,0
"لقد اجريت عملية الليزك و لكن بعد الشهر الثامن بدات بالشعور في تدني مستوى الرؤية فاراجعت طبيب الذي اجرى لي العملية فاعطاني قطرة الفاكان.
ما هذه القطرة و فوائدها ؟...","I had LASIK surgery, but after the eighth month, I started to feel a decline in my vision, so I consulted the doctor who performed the surgery on me, and he gave me Alfacan drops.
What is this drop and its benefits?...",0
مافائدة الدوفاستون؟,What is the benefit of Duphaston?,0
مافائده الحلبه للسيده النفاس,What is the benefit of the ring for postpartum women?,0
ما هي فوائد فيتامات جيفرال,What are the benefits of Geveral vitamins?,0
"ممكن تفيدوني لماذا يستخدم هذا الدواء ؟
pancobamin capsules
(mecobalamin 500 mcg)
وما فوائده وما مضاره","Can you please tell me why this medicine is used?
pancobamin capsules
(mecobalamin 500 mcg)
What are its benefits and harms?",0
"ما فائدة النورمل سالين ؟
و لماذا يستخدم ؟","What is the benefit of Normal Saleen?
And why is it used?",0
ماهي فائدة وما هي اضرار. storilat carbamazepine,What is the benefit and what are the harms. storilat carbamazepine,0
"كم في المئة فائدة في الحليب المجفف مثل نيدو وغيره
اعني هل فيه فائدة اذا شربته يوميا ام هناك انواع اخرى مخصصة لتقوية العظام ومزودة بالكالسيوم ؟
وشكرا","How many percent are there benefits in powdered milk such as Nido and others?
I mean, is there any benefit if you drink it daily, or are there other types designed to strengthen bones and contain calcium?
Thank you",0
فوائد السيدوفاج 850,Benefits of Cedophage 850,0
ماهي فوائد الزعفران للحامل ؟,What are the benefits of saffron for pregnant women?,0
فوائد واضرار حقن fostimonوحبوب اللكلوميد,Benefits and harms of Fostimon injections and Clomid pills,0
ما هي فوائد الخردل للجسم؟ وهل زيت الخردل يعمل على تطويل الشعر؟,What are the benefits of mustard for the body? Does mustard oil work to lengthen hair?,0
"ارجوكم الرد بسرعة. جزاكم الله الخير لما تقدموه من فائدة.
اعاني من نزول دم فاتح اثناء التبرز بشكل غزير مع البراز بشكل نقاط مستمرة. مالسبب ارجوكم. علما اني اتناول دواء...","Please reply quickly. May God reward you for the benefit you provide.
I suffer from light bleeding during defecation, with profuse stools in continuous drops. Why, please? Note that I am taking medication...",0
فوائد كريم. fucidin,Benefits of cream. fucidin,0
هل شرب الجنزبيل يوميا مضر وماهي فوائده للجنس والجسم عموما,Is drinking ginger daily harmful and what are its benefits for sex and the body in general?,0
ما هي فوائد جنين القمح ؟؟,What are the benefits of wheat germ??,0
متى يستخدم البينوكسيد وفوائده,When to use benoxide and its benefits?,0
فوائد وموانع استخدم زيت كبد الحوت,Benefits and contraindications of using cod liver oil,0
مافوائد حبوب الزنك و هل اذا استحدمتها من غير استشاره طبيب تضر ام انها مكمل غذائي ولها فوائد كثيره,"What are the benefits of zinc pills, and is it harmful if you take them without consulting a doctor, or is it a nutritional supplement with many benefits?",0
